,Status/Disposal,Brand,Brand Location,Tattoo,Tattoo Location,Name,Registration Number_x,Breeder,Breeder Member Number,Owner,Owner Member Number,Date of Birth,Birth Method,Sire_x,Dam,Status,Type or Sex,Breed 1,Breed 2,Breed 3,Breed Comp 1,Breed Comp 2,Breed Comp 3,Horns,EPDType,EPD Reporting Period,CED,CED Acc,BW,BW Acc,WW,WW Acc,YW,YW Acc,MK,MK Acc,TM,Birth Weight,Adjusted Birth Weight,Birth Contemp Group,Birth contemporaries,Birth Weight Ratio,Calving Ease,Twin code,Weaning Date,Weaning Weight Date,Weaning Weight,Adjusted Weaning Weight,Weaning Contemp Group,Weaning Contemporaries,Weaning Weight Ratio,Weaning WDA,Weaning Mgmt Code,Weaning Pasture Code,Yearling Date,Yearling Weight Date,Yearling Weight,Adjusted Yearling Weight,Yearling Contemp Group,Yearling Contemporaries,Yearling Weight Ratio,Yearling WDA,Yearling ADG,Yearling Mgmt Code,Yearling Pasture Code,Growth,Year_Born,Age,Designation,phn,animal_name,sire,sire_phn,sire_name,dam,dam_phn,dam_name,sire_sire,sire_sire_phn,sire_sire_name,sire_dam,sire_dam_phn,sire_dam_name,dam_sire,dam_sire_phn,dam_sire_name,dam_dam,dam_dam_phn,dam_dam_name,sire_sire_sire,sire_sire_sire_phn,sire_sire_sire_name,sire_sire_dam,sire_sire_dam_phn,sire_sire_dam_name,sire_dam_sire,sire_dam_sire_phn,sire_dam_sire_name,sire_dam_dam,sire_dam_dam_phn,sire_dam_dam_name,dam_sire_sire,dam_sire_sire_phn,dam_sire_sire_name,dam_sire_dam,dam_sire_dam_phn,dam_sire_dam_name,dam_dam_sire,dam_dam_sire_phn,dam_dam_sire_name,dam_dam_dam,dam_dam_dam_phn,dam_dam_dam_name,sire_sire_sire_sire,sire_sire_sire_sire_phn,sire_sire_sire_sire_name,sire_sire_sire_dam,sire_sire_sire_dam_phn,sire_sire_sire_dam_name,sire_sire_dam_sire,sire_sire_dam_sire_phn,sire_sire_dam_sire_name,sire_sire_dam_dam,sire_sire_dam_dam_phn,sire_sire_dam_dam_name,dam_sire_sire_sire,dam_sire_sire_sire_phn,dam_sire_sire_sire_name,dam_sire_sire_dam,dam_sire_sire_dam_phn,dam_sire_sire_dam_name,dam_sire_dam_sire,dam_sire_dam_sire_phn,dam_sire_dam_sire_name,dam_sire_dam_dam,dam_sire_dam_dam_phn,dam_sire_dam_dam_name,sire_dam_sire_sire,sire_dam_sire_sire_phn,sire_dam_sire_sire_name,sire_dam_sire_dam,sire_dam_sire_dam_phn,sire_dam_sire_dam_name,sire_dam_dam_sire,sire_dam_dam_sire_phn,sire_dam_dam_sire_name,sire_dam_dam_dam,sire_dam_dam_dam_phn,sire_dam_dam_dam_name,dam_dam_sire_sire,dam_dam_sire_sire_phn,dam_dam_sire_sire_name,dam_dam_sire_dam,dam_dam_sire_dam_phn,dam_dam_sire_dam_name,dam_dam_dam_sire,dam_dam_dam_sire_phn,dam_dam_dam_sire_name,dam_dam_dam_dam,dam_dam_dam_dam_phn,dam_dam_dam_dam_name,_merge,Carcass_Number,Sex,Color,Carcass_Weight,Quality,Yield,Member_Name,Registration Number_y,Sire_y,Member_ID,carcass_merge
2046,0,C0271,LH,6164,RE,ARTESIAN C027116164,1T94696,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2016-03-06,NS,AF28735,X93799,Active,B,AA,AN,XX,50.0,25.0,25.0,H,N,20240808.0,-6.2,0.12,2.0,0.06,40.0,0.05,74.0,0.01,26.0,0.03,45.387,0.0,,4848-3526,51.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,75.39500000000001,2016.0,8.0,Bull,6164,ARTESIAN C027116164,AF28735,TW0757Z,TWINWOOD TW0757Z,X93799,010,010,AF6092,S5744T,HEARTBRAND S5744T,AF2246,T1986P,HEARTBRAND T1986P,,,,,,,AF110,HB 457,SHIGEMARU,AF851,T0601N,HEARTBRAND T0601N,AF109,HB 459,TAMAMARU,AF157,B0947J,HEARTBRAND B0947J,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF109,HB 459,TAMAMARU,AF137,B0806H,HEARTBRAND B0806H,,,,,,,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF114,HB502E,BIG AL,AF113,FJ245C,HEARTBRAND HIMAWARI 245,,,,,,,,,,,,,both,802,STEER,WF,820,CH,2,Artesian,1T94696,AF28735,,both
2047,0,C0271,LH,6166,RE,ARTESIAN C027116166,1T94698,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2016-02-27,NS,AF28735,X93932,Active,B,AA,AN,XX,50.0,25.0,25.0,H,N,20240808.0,-6.2,0.12,2.0,0.06,40.0,0.05,74.0,0.01,26.0,0.03,45.387,0.0,,4849-3525,63.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,75.39500000000001,2016.0,8.0,Bull,6166,ARTESIAN C027116166,AF28735,TW0757Z,TWINWOOD TW0757Z,X93932,705,705,AF6092,S5744T,HEARTBRAND S5744T,AF2246,T1986P,HEARTBRAND T1986P,,,,,,,AF110,HB 457,SHIGEMARU,AF851,T0601N,HEARTBRAND T0601N,AF109,HB 459,TAMAMARU,AF157,B0947J,HEARTBRAND B0947J,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF109,HB 459,TAMAMARU,AF137,B0806H,HEARTBRAND B0806H,,,,,,,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF114,HB502E,BIG AL,AF113,FJ245C,HEARTBRAND HIMAWARI 245,,,,,,,,,,,,,both,853,STEER,BLACK WF,924,P,4,Artesian,1T94698,AF28735,,both
2048,0,C0271,LH,6167,RE,ARTESIAN C027116167,1T94699,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2016-02-22,NS,AF40828,X93956,Active,B,AA,BN,XX,50.0,25.0,25.0,P,N,20240808.0,-3.0,0.09,2.1,0.08,45.0,0.06,81.0,0.01,24.0,0.05,46.947,0.0,,4849-3525,63.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,83.2459,2016.0,8.0,Bull,6167,ARTESIAN C027116167,AF40828,2455Z,HEARTBRAND 2455Z ET,X93956,826,826,AF110,HB 457,SHIGEMARU,AF8307,V7227U,HEARTBRAND V7227U,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF2722,H2460R,HEARTBRAND H2460R,AF2149,H1893P,HEARTBRAND H1893P,,,,,,,,,,,,,AJ100,KO 48,SHIGENAMI KO 48,AJ086,KO 1842,DAI 2 TAMASHIGE KO 1842,AJ112,KO 65,DAI-JYUU 10 SHIGEKAWA KO 65,AJ084,1KYU 53244,DAI-NI 2 AKIBARE 1KYU 53244,,,,,,,,,,,,,AF107,HB 830,HIKARI,AF155,S0944J,HEARTBRAND S0944J,AF107,HB 830,HIKARI,AF147,T0930J,HEARTBRAND T0930J,,,,,,,,,,,,,both,814,STEER,BLACK,1045,CH,3,Artesian,1T94699,AF40828,,both
2049,0,C0271,LH,6168,RE,ARTESIAN C027116168,1T94700,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2016-03-01,NS,AF28735,X93957,Active,B,AA,BN,XX,50.0,25.0,25.0,H,N,20240808.0,-6.2,0.12,2.0,0.06,40.0,0.05,74.0,0.01,26.0,0.03,45.387,0.0,,4848-3526,51.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,75.39500000000001,2016.0,8.0,Bull,6168,ARTESIAN C027116168,AF28735,TW0757Z,TWINWOOD TW0757Z,X93957,827,827,AF6092,S5744T,HEARTBRAND S5744T,AF2246,T1986P,HEARTBRAND T1986P,,,,,,,AF110,HB 457,SHIGEMARU,AF851,T0601N,HEARTBRAND T0601N,AF109,HB 459,TAMAMARU,AF157,B0947J,HEARTBRAND B0947J,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF109,HB 459,TAMAMARU,AF137,B0806H,HEARTBRAND B0806H,,,,,,,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF114,HB502E,BIG AL,AF113,FJ245C,HEARTBRAND HIMAWARI 245,,,,,,,,,,,,,both,917,STEER,BLACK,946,CH,2,Artesian,1T94700,AF28735,,both
2050,0,C0271,LH,6226,RE,ARTESIAN C027116170,1T94702,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2016-02-14,NS,AF40211,X93927,Active,B,AA,AN,XX,50.0,25.0,25.0,P,N,20240808.0,0.2,0.09,0.2,0.08,40.0,0.06,75.0,0.01,27.0,0.04,46.493,0.0,,4849-3525,63.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,77.0348,2016.0,8.0,Bull,6226,ARTESIAN C027116170,AF40211,2418Z,HEARTBRAND 2418Z,X93927,04,04,AF4533,C4037S,HEARTBRAND CHARLIE C4037S,AF419,T0166M,HEARTBRAND T0166M,,,,,,,AF123,H0518E,HEARTBRAND H0518E,AF141,S0917J,HEARTBRAND S0917J,AF109,HB 459,TAMAMARU,AF118,H0514E,HEARTBRAND H0514E,,,,,,,,,,,,,AF107,HB 830,HIKARI,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF110,HB 457,SHIGEMARU,AF103,FJ352B,UME,,,,,,,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF107,HB 830,HIKARI,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,,,,,,,,,,,,,both,855,STEER,WF,970,P,4,Artesian,1T94702,AF40211,,both
2051,0,C0271,LH,6172,RE,ARTESIAN C027116172,1T94704,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2016-03-06,NS,AF40828,X93804,Active,B,AA,AN,XX,50.0,25.0,25.0,H,N,20240808.0,-3.0,0.09,2.1,0.08,45.0,0.06,81.0,0.01,24.0,0.05,46.947,0.0,,4848-3526,51.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,83.2459,2016.0,8.0,Bull,6172,ARTESIAN C027116172,AF40828,2455Z,HEARTBRAND 2455Z ET,X93804,018,018,AF110,HB 457,SHIGEMARU,AF8307,V7227U,HEARTBRAND V7227U,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF2722,H2460R,HEARTBRAND H2460R,AF2149,H1893P,HEARTBRAND H1893P,,,,,,,,,,,,,AJ100,KO 48,SHIGENAMI KO 48,AJ086,KO 1842,DAI 2 TAMASHIGE KO 1842,AJ112,KO 65,DAI-JYUU 10 SHIGEKAWA KO 65,AJ084,1KYU 53244,DAI-NI 2 AKIBARE 1KYU 53244,,,,,,,,,,,,,AF107,HB 830,HIKARI,AF155,S0944J,HEARTBRAND S0944J,AF107,HB 830,HIKARI,AF147,T0930J,HEARTBRAND T0930J,,,,,,,,,,,,,both,1237,STEER,BLACK,863,CH,2,Artesian,1T94704,AF40828,,both
2052,0,C0271,LH,6174,RE,ARTESIAN C027116174,1T94706,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2016-03-04,NS,AF40828,X93946,Active,B,AA,AN,XX,50.0,25.0,25.0,P,N,20240808.0,-3.0,0.09,2.1,0.08,45.0,0.06,81.0,0.01,24.0,0.05,46.947,0.0,,4848-3526,51.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,83.2459,2016.0,8.0,Bull,6174,ARTESIAN C027116174,AF40828,2455Z,HEARTBRAND 2455Z ET,X93946,731,731,AF110,HB 457,SHIGEMARU,AF8307,V7227U,HEARTBRAND V7227U,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF2722,H2460R,HEARTBRAND H2460R,AF2149,H1893P,HEARTBRAND H1893P,,,,,,,,,,,,,AJ100,KO 48,SHIGENAMI KO 48,AJ086,KO 1842,DAI 2 TAMASHIGE KO 1842,AJ112,KO 65,DAI-JYUU 10 SHIGEKAWA KO 65,AJ084,1KYU 53244,DAI-NI 2 AKIBARE 1KYU 53244,,,,,,,,,,,,,AF107,HB 830,HIKARI,AF155,S0944J,HEARTBRAND S0944J,AF107,HB 830,HIKARI,AF147,T0930J,HEARTBRAND T0930J,,,,,,,,,,,,,both,873,STEER,RED,1118,CH,3,Artesian,1T94706,AF40828,,both
2053,0,C0271,LH,6175,RE,ARTESIAN C027116175,1T94707,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2016-03-04,NS,AF28735,X93974,Active,B,AA,AN,XX,50.0,25.0,25.0,P,N,20240808.0,-6.2,0.12,2.0,0.06,40.0,0.05,74.0,0.01,26.0,0.03,45.387,0.0,,4848-3526,51.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,75.39500000000001,2016.0,8.0,Bull,6175,ARTESIAN C027116175,AF28735,TW0757Z,TWINWOOD TW0757Z,X93974,940,940,AF6092,S5744T,HEARTBRAND S5744T,AF2246,T1986P,HEARTBRAND T1986P,,,,,,,AF110,HB 457,SHIGEMARU,AF851,T0601N,HEARTBRAND T0601N,AF109,HB 459,TAMAMARU,AF157,B0947J,HEARTBRAND B0947J,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF109,HB 459,TAMAMARU,AF137,B0806H,HEARTBRAND B0806H,,,,,,,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF114,HB502E,BIG AL,AF113,FJ245C,HEARTBRAND HIMAWARI 245,,,,,,,,,,,,,both,870,STEER,RED,956,CHG,2,Artesian,1T94707,AF28735,,both
2054,0,C0271,LH,6176,RE,ARTESIAN C027116176,1T94708,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2016-02-21,NS,AF40828,X93934,Active,B,AA,AN,XX,50.0,25.0,25.0,H,N,20240808.0,-3.0,0.09,2.1,0.08,45.0,0.06,81.0,0.01,24.0,0.05,46.947,0.0,,4849-3525,63.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,83.2459,2016.0,8.0,Bull,6176,ARTESIAN C027116176,AF40828,2455Z,HEARTBRAND 2455Z ET,X93934,710,710,AF110,HB 457,SHIGEMARU,AF8307,V7227U,HEARTBRAND V7227U,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF2722,H2460R,HEARTBRAND H2460R,AF2149,H1893P,HEARTBRAND H1893P,,,,,,,,,,,,,AJ100,KO 48,SHIGENAMI KO 48,AJ086,KO 1842,DAI 2 TAMASHIGE KO 1842,AJ112,KO 65,DAI-JYUU 10 SHIGEKAWA KO 65,AJ084,1KYU 53244,DAI-NI 2 AKIBARE 1KYU 53244,,,,,,,,,,,,,AF107,HB 830,HIKARI,AF155,S0944J,HEARTBRAND S0944J,AF107,HB 830,HIKARI,AF147,T0930J,HEARTBRAND T0930J,,,,,,,,,,,,,both,914,STEER,BLACK,1016,CH,3,Artesian,1T94708,AF40828,,both
2055,0,C0271,LH,6183,RE,ARTESIAN C027116183,1T94715,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2016-02-25,NS,AF40211,X93969,Active,B,AA,AN,XX,50.0,25.0,25.0,H,N,20240808.0,0.2,0.09,0.2,0.08,40.0,0.06,75.0,0.01,27.0,0.04,46.493,0.0,,4849-3525,63.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,77.0348,2016.0,8.0,Bull,6183,ARTESIAN C027116183,AF40211,2418Z,HEARTBRAND 2418Z,X93969,924,924,AF4533,C4037S,HEARTBRAND CHARLIE C4037S,AF419,T0166M,HEARTBRAND T0166M,,,,,,,AF123,H0518E,HEARTBRAND H0518E,AF141,S0917J,HEARTBRAND S0917J,AF109,HB 459,TAMAMARU,AF118,H0514E,HEARTBRAND H0514E,,,,,,,,,,,,,AF107,HB 830,HIKARI,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF110,HB 457,SHIGEMARU,AF103,FJ352B,UME,,,,,,,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF107,HB 830,HIKARI,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,,,,,,,,,,,,,both,824,STEER,RED,993,CH,3,Artesian,1T94715,AF40211,,both
2057,0,C0271,LH,6186,RE,ARTESIAN C027116186,1T94718,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2016-02-22,NS,AF28735,X93942,Active,B,AA,AN,XX,50.0,25.0,25.0,H,N,20240808.0,-6.2,0.12,2.0,0.06,40.0,0.05,74.0,0.01,26.0,0.03,45.387,0.0,,4849-3525,63.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,75.39500000000001,2016.0,8.0,Bull,6186,ARTESIAN C027116186,AF28735,TW0757Z,TWINWOOD TW0757Z,X93942,722,722,AF6092,S5744T,HEARTBRAND S5744T,AF2246,T1986P,HEARTBRAND T1986P,,,,,,,AF110,HB 457,SHIGEMARU,AF851,T0601N,HEARTBRAND T0601N,AF109,HB 459,TAMAMARU,AF157,B0947J,HEARTBRAND B0947J,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF109,HB 459,TAMAMARU,AF137,B0806H,HEARTBRAND B0806H,,,,,,,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF114,HB502E,BIG AL,AF113,FJ245C,HEARTBRAND HIMAWARI 245,,,,,,,,,,,,,both,916,STEER,BLACK,902,P,2,Artesian,1T94718,AF28735,,both
2058,0,C0271,LH,6187,RE,ARTESIAN C027116187,1T94719,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2016-03-21,NS,AF40818,X93770,Active,B,AA,AN,,50.0,50.0,,H,N,20240808.0,-5.6,0.11,3.6,0.08,49.0,0.07,88.0,0.01,28.0,0.04,52.665,0.0,,4848-3526,51.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,90.63640000000001,2016.0,8.0,Bull,6187,ARTESIAN C027116187,AF40818,2442Z,HEARTBRAND 2442Z,X93770,07,07,AF6971,S5394S,HEARTBRAND JOE S5394S,AF4629,V5909S,HEARTBRAND V5909S,,,,,,,AF110,HB 457,SHIGEMARU,AF263,B0004M,HEARTBRAND B0004M,AF859,C0600N,HEARTBRAND C0600N,AF1297,T1033P,HEARTBRAND T1033P,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF114,HB502E,BIG AL,AF106,FJ357B,FUYUKO,,,,,,,,,,,,,AF123,H0518E,HEARTBRAND H0518E,AF152,S0939J,HEARTBRAND S0939J,AF109,HB 459,TAMAMARU,AF137,B0806H,HEARTBRAND B0806H,,,,,,,,,,,,,both,819,STEER,BLACK,1018,CH,2,Artesian,1T94719,AF40818,,both
2061,0,C0271,LH,6191,RE,ARTESIAN C027116191,1T94723,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2016-02-17,NS,AF40828,X93959,Active,B,AA,AN,XX,50.0,25.0,25.0,P,N,20240808.0,-3.0,0.09,2.1,0.08,45.0,0.06,81.0,0.01,24.0,0.05,46.947,0.0,,4849-3525,63.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,83.2459,2016.0,8.0,Bull,6191,ARTESIAN C027116191,AF40828,2455Z,HEARTBRAND 2455Z ET,X93959,903,903,AF110,HB 457,SHIGEMARU,AF8307,V7227U,HEARTBRAND V7227U,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF2722,H2460R,HEARTBRAND H2460R,AF2149,H1893P,HEARTBRAND H1893P,,,,,,,,,,,,,AJ100,KO 48,SHIGENAMI KO 48,AJ086,KO 1842,DAI 2 TAMASHIGE KO 1842,AJ112,KO 65,DAI-JYUU 10 SHIGEKAWA KO 65,AJ084,1KYU 53244,DAI-NI 2 AKIBARE 1KYU 53244,,,,,,,,,,,,,AF107,HB 830,HIKARI,AF155,S0944J,HEARTBRAND S0944J,AF107,HB 830,HIKARI,AF147,T0930J,HEARTBRAND T0930J,,,,,,,,,,,,,both,850,STEER,RED,1181,CH,4,Artesian,1T94723,AF40828,,both
2062,0,C0271,LH,6192,RE,ARTESIAN C027116192,1T94724,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2016-03-17,NS,AF40828,X93936,Active,B,AA,AN,XX,50.0,25.0,25.0,P,N,20240808.0,-3.0,0.09,2.1,0.08,45.0,0.06,81.0,0.01,24.0,0.05,46.947,0.0,,4848-3526,51.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,83.2459,2016.0,8.0,Bull,6192,ARTESIAN C027116192,AF40828,2455Z,HEARTBRAND 2455Z ET,X93936,714,714,AF110,HB 457,SHIGEMARU,AF8307,V7227U,HEARTBRAND V7227U,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF2722,H2460R,HEARTBRAND H2460R,AF2149,H1893P,HEARTBRAND H1893P,,,,,,,,,,,,,AJ100,KO 48,SHIGENAMI KO 48,AJ086,KO 1842,DAI 2 TAMASHIGE KO 1842,AJ112,KO 65,DAI-JYUU 10 SHIGEKAWA KO 65,AJ084,1KYU 53244,DAI-NI 2 AKIBARE 1KYU 53244,,,,,,,,,,,,,AF107,HB 830,HIKARI,AF155,S0944J,HEARTBRAND S0944J,AF107,HB 830,HIKARI,AF147,T0930J,HEARTBRAND T0930J,,,,,,,,,,,,,both,829,STEER,BRINDLE,1071,P,3,Artesian,1T94724,AF40828,,both
2063,0,C0271,LH,6193,RE,ARTESIAN C027116193,1T94725,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2016-02-20,NS,AF40211,X93962,Active,B,AA,AN,XX,50.0,25.0,25.0,H,N,20240808.0,0.2,0.09,0.2,0.08,40.0,0.06,75.0,0.01,27.0,0.04,46.493,0.0,,4849-3525,63.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,77.0348,2016.0,8.0,Bull,6193,ARTESIAN C027116193,AF40211,2418Z,HEARTBRAND 2418Z,X93962,909,909,AF4533,C4037S,HEARTBRAND CHARLIE C4037S,AF419,T0166M,HEARTBRAND T0166M,,,,,,,AF123,H0518E,HEARTBRAND H0518E,AF141,S0917J,HEARTBRAND S0917J,AF109,HB 459,TAMAMARU,AF118,H0514E,HEARTBRAND H0514E,,,,,,,,,,,,,AF107,HB 830,HIKARI,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF110,HB 457,SHIGEMARU,AF103,FJ352B,UME,,,,,,,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF107,HB 830,HIKARI,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,,,,,,,,,,,,,both,852,STEER,WF,1029,CH,4,Artesian,1T94725,AF40211,,both
2065,0,C0271,LH,6198,RE,ARTESIAN C027116198,1T94730,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2016-02-27,NS,AF40828,X93928,Active,B,AA,AN,XX,50.0,25.0,25.0,H,N,20240808.0,-3.0,0.09,2.1,0.08,45.0,0.06,81.0,0.01,24.0,0.05,46.947,0.0,,4849-3525,63.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,83.2459,2016.0,8.0,Bull,6198,ARTESIAN C027116198,AF40828,2455Z,HEARTBRAND 2455Z ET,X93928,05,05,AF110,HB 457,SHIGEMARU,AF8307,V7227U,HEARTBRAND V7227U,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF2722,H2460R,HEARTBRAND H2460R,AF2149,H1893P,HEARTBRAND H1893P,,,,,,,,,,,,,AJ100,KO 48,SHIGENAMI KO 48,AJ086,KO 1842,DAI 2 TAMASHIGE KO 1842,AJ112,KO 65,DAI-JYUU 10 SHIGEKAWA KO 65,AJ084,1KYU 53244,DAI-NI 2 AKIBARE 1KYU 53244,,,,,,,,,,,,,AF107,HB 830,HIKARI,AF155,S0944J,HEARTBRAND S0944J,AF107,HB 830,HIKARI,AF147,T0930J,HEARTBRAND T0930J,,,,,,,,,,,,,both,911,STEER,BLACK,1112,CH,3,Artesian,1T94730,AF40828,,both
2066,0,C0271,LH,6201,RE,ARTESIAN C027116201,1T94733,ARTESIAN CATTLE & FARMING LLC,291.0,ARTESIAN CATTLE & FARMING LLC,291.0,2016-03-02,NS,AF28735,X93941,Active,B,AA,AN,XX,50.0,25.0,25.0,P,N,20240808.0,-6.2,0.12,2.0,0.06,40.0,0.05,74.0,0.01,26.0,0.03,45.387,0.0,,4848-3526,51.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,75.39500000000001,2016.0,8.0,Bull,6201,ARTESIAN C027116201,AF28735,TW0757Z,TWINWOOD TW0757Z,X93941,721,721,AF6092,S5744T,HEARTBRAND S5744T,AF2246,T1986P,HEARTBRAND T1986P,,,,,,,AF110,HB 457,SHIGEMARU,AF851,T0601N,HEARTBRAND T0601N,AF109,HB 459,TAMAMARU,AF157,B0947J,HEARTBRAND B0947J,,,,,,,,,,,,,AJ114,TOK 27,DAI-NI 2 SHIGENAMI TOKKYU 27,AJ120,TOK 3357,DAI-YON 4 AKIBARE TOKKYU 3357,AF109,HB 459,TAMAMARU,AF137,B0806H,HEARTBRAND B0806H,,,,,,,,,,,,,AJ125,TOK 96,DAI-GO 5 TAMANAMI TOKKYU 96,AF101,FJ461Z,DAI-HACHI 8 MARUNAMI,AF114,HB502E,BIG AL,AF113,FJ245C,HEARTBRAND HIMAWARI 245,,,,,,,,,,,,,both,857,STEER,BLACK,894,CHG,3,Artesian,1T94733,AF28735,,both
